Object ID,Object URL
392,https://www.metmuseum.org/art/collection/search/6279
393,https://www.metmuseum.org/art/collection/search/6280
394,https://www.metmuseum.org/art/collection/search/6281
395,https://www.metmuseum.org/art/collection/search/6282
396,https://www.metmuseum.org/art/collection/search/6283
397,https://www.metmuseum.org/art/collection/search/6284
398,https://www.metmuseum.org/art/collection/search/6285
399,https://www.metmuseum.org/art/collection/search/6286
400,https://www.metmuseum.org/art/collection/search/6287
401,https://www.metmuseum.org/art/collection/search/6288
402,https://www.metmuseum.org/art/collection/search/6289
403,https://www.metmuseum.org/art/collection/search/6290
404,https://www.metmuseum.org/art/collection/search/6291
405,https://www.metmuseum.org/art/collection/search/6292
406,https://www.metmuseum.org/art/collection/search/6293
407,https://www.metmuseum.org/art/collection/search/6294
408,https://www.metmuseum.org/art/collection/search/6295
409,https://www.metmuseum.org/art/collection/search/6296
410,https://www.metmuseum.org/art/collection/search/6297
411,https://www.metmuseum.org/art/collection/search/6298
412,https://www.metmuseum.org/art/collection/search/6299
413,https://www.metmuseum.org/art/collection/search/6300
414,https://www.metmuseum.org/art/collection/search/6301
415,https://www.metmuseum.org/art/collection/search/6302
416,https://www.metmuseum.org/art/collection/search/6303
417,https://www.metmuseum.org/art/collection/search/6304
418,https://www.metmuseum.org/art/collection/search/6305
419,https://www.metmuseum.org/art/collection/search/6306
420,https://www.metmuseum.org/art/collection/search/6307
421,https://www.metmuseum.org/art/collection/search/6308
422,https://www.metmuseum.org/art/collection/search/6309
423,https://www.metmuseum.org/art/collection/search/6310
424,https://www.metmuseum.org/art/collection/search/6311
425,https://www.metmuseum.org/art/collection/search/6312
426,https://www.metmuseum.org/art/collection/search/6313
427,https://www.metmuseum.org/art/collection/search/6314
428,https://www.metmuseum.org/art/collection/search/6315
429,https://www.metmuseum.org/art/collection/search/6316
430,https://www.metmuseum.org/art/collection/search/6317
431,https://www.metmuseum.org/art/collection/search/6318
432,https://www.metmuseum.org/art/collection/search/6319
433,https://www.metmuseum.org/art/collection/search/6320
434,https://www.metmuseum.org/art/collection/search/6321
435,https://www.metmuseum.org/art/collection/search/6322
436,https://www.metmuseum.org/art/collection/search/6323
437,https://www.metmuseum.org/art/collection/search/6324
438,https://www.metmuseum.org/art/collection/search/6325
439,https://www.metmuseum.org/art/collection/search/6326
440,https://www.metmuseum.org/art/collection/search/6327
441,https://www.metmuseum.org/art/collection/search/6328
442,https://www.metmuseum.org/art/collection/search/6329
443,https://www.metmuseum.org/art/collection/search/6330
444,https://www.metmuseum.org/art/collection/search/6331
445,https://www.metmuseum.org/art/collection/search/6332
446,https://www.metmuseum.org/art/collection/search/6333
447,https://www.metmuseum.org/art/collection/search/6334
448,https://www.metmuseum.org/art/collection/search/6335
449,https://www.metmuseum.org/art/collection/search/6336
450,https://www.metmuseum.org/art/collection/search/6337
451,https://www.metmuseum.org/art/collection/search/6338
452,https://www.metmuseum.org/art/collection/search/6339
453,https://www.metmuseum.org/art/collection/search/6340
454,https://www.metmuseum.org/art/collection/search/6341
455,https://www.metmuseum.org/art/collection/search/6342
456,https://www.metmuseum.org/art/collection/search/6343
457,https://www.metmuseum.org/art/collection/search/6344
458,https://www.metmuseum.org/art/collection/search/6345
459,https://www.metmuseum.org/art/collection/search/6346
460,https://www.metmuseum.org/art/collection/search/6347
461,https://www.metmuseum.org/art/collection/search/6348
462,https://www.metmuseum.org/art/collection/search/6349
463,https://www.metmuseum.org/art/collection/search/6350
464,https://www.metmuseum.org/art/collection/search/6351
465,https://www.metmuseum.org/art/collection/search/6352
466,https://www.metmuseum.org/art/collection/search/6353
467,https://www.metmuseum.org/art/collection/search/6354
468,https://www.metmuseum.org/art/collection/search/6355
469,https://www.metmuseum.org/art/collection/search/6356
470,https://www.metmuseum.org/art/collection/search/6357
471,https://www.metmuseum.org/art/collection/search/6385
472,https://www.metmuseum.org/art/collection/search/6386
473,https://www.metmuseum.org/art/collection/search/6387
474,https://www.metmuseum.org/art/collection/search/6388
475,https://www.metmuseum.org/art/collection/search/6389
476,https://www.metmuseum.org/art/collection/search/6444
477,https://www.metmuseum.org/art/collection/search/6445
478,https://www.metmuseum.org/art/collection/search/6446
479,https://www.metmuseum.org/art/collection/search/6447
480,https://www.metmuseum.org/art/collection/search/6448
481,https://www.metmuseum.org/art/collection/search/6449
482,https://www.metmuseum.org/art/collection/search/6450
483,https://www.metmuseum.org/art/collection/search/6451
484,https://www.metmuseum.org/art/collection/search/6452
485,https://www.metmuseum.org/art/collection/search/6453
486,https://www.metmuseum.org/art/collection/search/6454
487,https://www.metmuseum.org/art/collection/search/6455
488,https://www.metmuseum.org/art/collection/search/6456
489,https://www.metmuseum.org/art/collection/search/6457
490,https://www.metmuseum.org/art/collection/search/6458
491,https://www.metmuseum.org/art/collection/search/6459
492,https://www.metmuseum.org/art/collection/search/6460
493,https://www.metmuseum.org/art/collection/search/6461
494,https://www.metmuseum.org/art/collection/search/6462
495,https://www.metmuseum.org/art/collection/search/6501
496,https://www.metmuseum.org/art/collection/search/6510
497,https://www.metmuseum.org/art/collection/search/6511
498,https://www.metmuseum.org/art/collection/search/6512
499,https://www.metmuseum.org/art/collection/search/6520
500,https://www.metmuseum.org/art/collection/search/6528
501,https://www.metmuseum.org/art/collection/search/6529
502,https://www.metmuseum.org/art/collection/search/6530
503,https://www.metmuseum.org/art/collection/search/6535
504,https://www.metmuseum.org/art/collection/search/6536
505,https://www.metmuseum.org/art/collection/search/6537
506,https://www.metmuseum.org/art/collection/search/6538
507,https://www.metmuseum.org/art/collection/search/6539
508,https://www.metmuseum.org/art/collection/search/6540
509,https://www.metmuseum.org/art/collection/search/6541
510,https://www.metmuseum.org/art/collection/search/6542
511,https://www.metmuseum.org/art/collection/search/6543
512,https://www.metmuseum.org/art/collection/search/6544
513,https://www.metmuseum.org/art/collection/search/6545
514,https://www.metmuseum.org/art/collection/search/6546
515,https://www.metmuseum.org/art/collection/search/6547
516,https://www.metmuseum.org/art/collection/search/6548
517,https://www.metmuseum.org/art/collection/search/6549
518,https://www.metmuseum.org/art/collection/search/6550
519,https://www.metmuseum.org/art/collection/search/6551
520,https://www.metmuseum.org/art/collection/search/6552
521,https://www.metmuseum.org/art/collection/search/6553
522,https://www.metmuseum.org/art/collection/search/6569
523,https://www.metmuseum.org/art/collection/search/6570
524,https://www.metmuseum.org/art/collection/search/6575
525,https://www.metmuseum.org/art/collection/search/6576
526,https://www.metmuseum.org/art/collection/search/6577
527,https://www.metmuseum.org/art/collection/search/6578
528,https://www.metmuseum.org/art/collection/search/6579
529,https://www.metmuseum.org/art/collection/search/6580
530,https://www.metmuseum.org/art/collection/search/6581
531,https://www.metmuseum.org/art/collection/search/6582
532,https://www.metmuseum.org/art/collection/search/6583
533,https://www.metmuseum.org/art/collection/search/6584
534,https://www.metmuseum.org/art/collection/search/6585
535,https://www.metmuseum.org/art/collection/search/6586
536,https://www.metmuseum.org/art/collection/search/6587
537,https://www.metmuseum.org/art/collection/search/6594
538,https://www.metmuseum.org/art/collection/search/6595
539,https://www.metmuseum.org/art/collection/search/6596
540,https://www.metmuseum.org/art/collection/search/6597
541,https://www.metmuseum.org/art/collection/search/6598
542,https://www.metmuseum.org/art/collection/search/6648
543,https://www.metmuseum.org/art/collection/search/6732
544,https://www.metmuseum.org/art/collection/search/6792
545,https://www.metmuseum.org/art/collection/search/6794
546,https://www.metmuseum.org/art/collection/search/6795
547,https://www.metmuseum.org/art/collection/search/6797
548,https://www.metmuseum.org/art/collection/search/6798
549,https://www.metmuseum.org/art/collection/search/6799
550,https://www.metmuseum.org/art/collection/search/6889
551,https://www.metmuseum.org/art/collection/search/6914
552,https://www.metmuseum.org/art/collection/search/6915
553,https://www.metmuseum.org/art/collection/search/6916
554,https://www.metmuseum.org/art/collection/search/6993
555,https://www.metmuseum.org/art/collection/search/7208
556,https://www.metmuseum.org/art/collection/search/7209
557,https://www.metmuseum.org/art/collection/search/7217
558,https://www.metmuseum.org/art/collection/search/7218
559,https://www.metmuseum.org/art/collection/search/7219
560,https://www.metmuseum.org/art/collection/search/7229
561,https://www.metmuseum.org/art/collection/search/7231
562,https://www.metmuseum.org/art/collection/search/7233
563,https://www.metmuseum.org/art/collection/search/7239
564,https://www.metmuseum.org/art/collection/search/7250
565,https://www.metmuseum.org/art/collection/search/7251
566,https://www.metmuseum.org/art/collection/search/7252
567,https://www.metmuseum.org/art/collection/search/7255
568,https://www.metmuseum.org/art/collection/search/7256
569,https://www.metmuseum.org/art/collection/search/7257
570,https://www.metmuseum.org/art/collection/search/7258
571,https://www.metmuseum.org/art/collection/search/7259
572,https://www.metmuseum.org/art/collection/search/7260
573,https://www.metmuseum.org/art/collection/search/7261
574,https://www.metmuseum.org/art/collection/search/7262
575,https://www.metmuseum.org/art/collection/search/7263
576,https://www.metmuseum.org/art/collection/search/7264
577,https://www.metmuseum.org/art/collection/search/7265
578,https://www.metmuseum.org/art/collection/search/7266
579,https://www.metmuseum.org/art/collection/search/7291
580,https://www.metmuseum.org/art/collection/search/7292
581,https://www.metmuseum.org/art/collection/search/7293
582,https://www.metmuseum.org/art/collection/search/7294
583,https://www.metmuseum.org/art/collection/search/7295
584,https://www.metmuseum.org/art/collection/search/7296
585,https://www.metmuseum.org/art/collection/search/7297
